Episode 404/1000 - Epsilon: 0.0100, Overall Total Reward: 970
Episode 405/1000 - Epsilon: 0.0100, Overall Total Reward: 610
Episode 406/1000 - Epsilon: 0.0100, Overall Total Reward: 1775
Episode 407/1000 - Epsilon: 0.0100, Overall Total Reward: 760
Episode 408/1000 - Epsilon: 0.0100, Overall Total Reward: 770
Episode 409/1000 - Epsilon: 0.0100, Overall Total Reward: 990
Episode 410/1000 - Epsilon: 0.0100, Overall Total Reward: 495
Episode 411/1000 - Epsilon: 0.0100, Overall Total Reward: 1035
Episode 412/1000 - Epsilon: 0.0100, Overall Total Reward: 715
Episode 413/1000 - Epsilon: 0.0100, Overall Total Reward: 445
Episode 414/1000 - Epsilon: 0.0100, Overall Total Reward: 550
Episode 415/1000 - Epsilon: 0.0100, Overall Total Reward: 815
Episode 416/1000 - Epsilon: 0.0100, Overall Total Reward: 600
Episode 417/1000 - Epsilon: 0.0100, Overall Total Reward: 810
Episode 418/1000 - Epsilon: 0.0100, Overall Total Reward: 625
Episode 419/1000 - Epsilon: 0.0100, Overall Total Reward: 1575
Episode 420/1000 - Epsilon: 0.0100, Overall Total Reward: 680
Episode 421/1000 - Epsilon: 0.0100, Overall Total Reward: 1170
Episode 422/1000 - Epsilon: 0.0100, Overall Total Reward: 590
Episode 423/1000 - Epsilon: 0.0100, Overall Total Reward: 1255
Episode 424/1000 - Epsilon: 0.0100, Overall Total Reward: 545
Episode 425/1000 - Epsilon: 0.0100, Overall Total Reward: 1105
Episode 426/1000 - Epsilon: 0.0100, Overall Total Reward: 815
Episode 427/1000 - Epsilon: 0.0100, Overall Total Reward: 550
Episode 428/1000 - Epsilon: 0.0100, Overall Total Reward: 455
Episode 429/1000 - Epsilon: 0.0100, Overall Total Reward: 450
Episode 430/1000 - Epsilon: 0.0100, Overall Total Reward: 545
Episode 431/1000 - Epsilon: 0.0100, Overall Total Reward: 615
Episode 432/1000 - Epsilon: 0.0100, Overall Total Reward: 650
Episode 433/1000 - Epsilon: 0.0100, Overall Total Reward: 920
Episode 434/1000 - Epsilon: 0.0100, Overall Total Reward: 950
Episode 435/1000 - Epsilon: 0.0100, Overall Total Reward: 960
Episode 436/1000 - Epsilon: 0.0100, Overall Total Reward: 775
Episode 437/1000 - Epsilon: 0.0100, Overall Total Reward: 905
Episode 438/1000 - Epsilon: 0.0100, Overall Total Reward: 660
Episode 439/1000 - Epsilon: 0.0100, Overall Total Reward: 660
Episode 440/1000 - Epsilon: 0.0100, Overall Total Reward: 750
Episode 441/1000 - Epsilon: 0.0100, Overall Total Reward: 1825
Episode 442/1000 - Epsilon: 0.0100, Overall Total Reward: 745
Episode 443/1000 - Epsilon: 0.0100, Overall Total Reward: 1170
Episode 444/1000 - Epsilon: 0.0100, Overall Total Reward: 580
Episode 445/1000 - Epsilon: 0.0100, Overall Total Reward: 745
Episode 446/1000 - Epsilon: 0.0100, Overall Total Reward: 720
Episode 447/1000 - Epsilon: 0.0100, Overall Total Reward: 1055
Episode 448/1000 - Epsilon: 0.0100, Overall Total Reward: 440
Episode 449/1000 - Epsilon: 0.0100, Overall Total Reward: 985
Episode 450/1000 - Epsilon: 0.0100, Overall Total Reward: 1395
Episode 451/1000 - Epsilon: 0.0100, Overall Total Reward: 980
Episode 452/1000 - Epsilon: 0.0100, Overall Total Reward: 635
Episode 453/1000 - Epsilon: 0.0100, Overall Total Reward: 945
Episode 454/1000 - Epsilon: 0.0100, Overall Total Reward: 645
Episode 455/1000 - Epsilon: 0.0100, Overall Total Reward: 475
Episode 456/1000 - Epsilon: 0.0100, Overall Total Reward: 1070
Episode 457/1000 - Epsilon: 0.0100, Overall Total Reward: 1330
Episode 458/1000 - Epsilon: 0.0100, Overall Total Reward: 545
Episode 459/1000 - Epsilon: 0.0100, Overall Total Reward: 855
Episode 460/1000 - Epsilon: 0.0100, Overall Total Reward: 825
Episode 461/1000 - Epsilon: 0.0100, Overall Total Reward: 700
Episode 462/1000 - Epsilon: 0.0100, Overall Total Reward: 1030
Episode 463/1000 - Epsilon: 0.0100, Overall Total Reward: 1785
Episode 464/1000 - Epsilon: 0.0100, Overall Total Reward: 500
Episode 465/1000 - Epsilon: 0.0100, Overall Total Reward: 485
Episode 466/1000 - Epsilon: 0.0100, Overall Total Reward: 450
Episode 467/1000 - Epsilon: 0.0100, Overall Total Reward: 1080
Episode 468/1000 - Epsilon: 0.0100, Overall Total Reward: 675
Episode 469/1000 - Epsilon: 0.0100, Overall Total Reward: 1230
Episode 470/1000 - Epsilon: 0.0100, Overall Total Reward: 660
Episode 471/1000 - Epsilon: 0.0100, Overall Total Reward: 1120
Episode 472/1000 - Epsilon: 0.0100, Overall Total Reward: 430
Episode 473/1000 - Epsilon: 0.0100, Overall Total Reward: 630
Episode 474/1000 - Epsilon: 0.0100, Overall Total Reward: 705
Episode 475/1000 - Epsilon: 0.0100, Overall Total Reward: 1720
Episode 476/1000 - Epsilon: 0.0100, Overall Total Reward: 1045
Episode 477/1000 - Epsilon: 0.0100, Overall Total Reward: 1000
Episode 478/1000 - Epsilon: 0.0100, Overall Total Reward: 610
Episode 479/1000 - Epsilon: 0.0100, Overall Total Reward: 525
Episode 480/1000 - Epsilon: 0.0100, Overall Total Reward: 585
Episode 481/1000 - Epsilon: 0.0100, Overall Total Reward: 895
Episode 482/1000 - Epsilon: 0.0100, Overall Total Reward: 645
Episode 483/1000 - Epsilon: 0.0100, Overall Total Reward: 545
Episode 484/1000 - Epsilon: 0.0100, Overall Total Reward: 575
Episode 485/1000 - Epsilon: 0.0100, Overall Total Reward: 780
Episode 486/1000 - Epsilon: 0.0100, Overall Total Reward: 795
Episode 487/1000 - Epsilon: 0.0100, Overall Total Reward: 620
Episode 488/1000 - Epsilon: 0.0100, Overall Total Reward: 965
Episode 489/1000 - Epsilon: 0.0100, Overall Total Reward: 590
Episode 490/1000 - Epsilon: 0.0100, Overall Total Reward: 1945
Episode 491/1000 - Epsilon: 0.0100, Overall Total Reward: 1175
Episode 492/1000 - Epsilon: 0.0100, Overall Total Reward: 755
Episode 493/1000 - Epsilon: 0.0100, Overall Total Reward: 850
Episode 494/1000 - Epsilon: 0.0100, Overall Total Reward: 500
Episode 495/1000 - Epsilon: 0.0100, Overall Total Reward: 930
Episode 496/1000 - Epsilon: 0.0100, Overall Total Reward: 600
Episode 497/1000 - Epsilon: 0.0100, Overall Total Reward: 860
Episode 498/1000 - Epsilon: 0.0100, Overall Total Reward: 565
Episode 499/1000 - Epsilon: 0.0100, Overall Total Reward: 760
Episode 500/1000 - Epsilon: 0.0100, Overall Total Reward: 710
Episode 501/1000 - Epsilon: 0.0100, Overall Total Reward: 695
Episode 502/1000 - Epsilon: 0.0100, Overall Total Reward: 835
Episode 503/1000 - Epsilon: 0.0100, Overall Total Reward: 695
Episode 504/1000 - Epsilon: 0.0100, Overall Total Reward: 740
Episode 505/1000 - Epsilon: 0.0100, Overall Total Reward: 580
Episode 506/1000 - Epsilon: 0.0100, Overall Total Reward: 695
Episode 507/1000 - Epsilon: 0.0100, Overall Total Reward: 585
Episode 508/1000 - Epsilon: 0.0100, Overall Total Reward: 635
Episode 509/1000 - Epsilon: 0.0100, Overall Total Reward: 625
